,CLAVE,SITIO,ORGANISMO_DE_CUENCA,ESTADO,MUNICIPIO,ACUIFERO,SUBTIPO,LONGITUD,LATITUD,ALC_mg/L,CALIDAD_ALC,CONDUCT_mS/cm,CALIDAD_CONDUC,SDT_M_mg/L,CALIDAD_SDT_ra,CALIDAD_SDT_salin,FLUORUROS_mg/L,CALIDAD_FLUO,DUR_mg/L,CALIDAD_DUR,COLI_FEC_NMP/100_mL,CALIDAD_COLI_FEC,N_NO3_mg/L,CALIDAD_N_NO3,AS_TOT_mg/L,CALIDAD_AS,CD_TOT_mg/L,CALIDAD_CD,CR_TOT_mg/L,CALIDAD_CR,HG_TOT_mg/L,CALIDAD_HG,PB_TOT_mg/L,CALIDAD_PB,MN_TOT_mg/L,CALIDAD_MN,FE_TOT_mg/L,CALIDAD_FE,SEMAFORO,CONTAMINANTES,CUMPLE_CON_ALC,CUMPLE_CON_COND,CUMPLE_CON_SDT_ra,CUMPLE_CON_SDT_salin,CUMPLE_CON_FLUO,CUMPLE_CON_DUR,CUMPLE_CON_CF,CUMPLE_CON_NO3,CUMPLE_CON_AS,CUMPLE_CON_CD,CUMPLE_CON_CR,CUMPLE_CON_HG,CUMPLE_CON_PB,CUMPLE_CON_MN,CUMPLE_CON_FE
0,DLAGU6,POZO SAN GIL,LERMA SANTIAGO PACIFICO,AGUASCALIENTES,ASIENTOS,VALLE DE CHICALOTE,POZO,-102.0221,22.20887,229.99,Alta,940.0,Permisible para riego,603.6,Cultivos sensibles,Potable - Dulce,0.9766,Potable - Optima,213.732,Potable - Dura,0.9691773503809025,Potable - Excelente,4.184656,Potable - Excelente,0.0161,Apta como FAAP,0.0018787128987379374,Potable - Excelente,0.002431923607921447,Potable - Excelente,0.0004196900491024707,Potable - Excelente,0.0019520383508115297,Potable - Excelente,0.0006799830418904115,Potable - Excelente,0.0891,Potable - Excelente,Verde,NO APLICA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,DLAGU6516,POZO R013 CAÑADA HONDA,LERMA SANTIAGO PACIFICO,AGUASCALIENTES,AGUASCALIENTES,VALLE DE CHICALOTE,POZO,-102.20075,21.99958,231.99,Alta,608.0,Buena para riego,445.4,Excelente para riego,Potable - Dulce,0.9298,Potable - Optima,185.0514,Potable - Dura,1.0731010563393983,Potable - Excelente,5.75011,Potable - Buena calidad,0.0134,Apta como FAAP,3.097512191094376e-05,Potable - Excelente,0.0045918921780559886,Potable - Excelente,0.00028491313085748465,Potable - Excelente,0.0012951398099113338,Potable - Excelente,0.0011369628601702983,Potable - Excelente,0.019689448878590216,Potable - Excelente,Verde,NO APLICA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,DLAGU7,POZO COSIO,LERMA SANTIAGO PACIFICO,AGUASCALIENTES,COSIO,VALLE DE AGUASCALIENTES,POZO,-102.28801,22.36685,204.92,Alta,532.0,Buena para riego,342.0,Excelente para riego,Potable - Dulce,1.8045,Alta,120.719,Potable - Dura,0.6186083088751873,Potable - Excelente,1.449803,Potable - Excelente,0.037,No apta como FAAP,0.0016752242087873246,Potable - Excelente,0.004438029482101628,Potable - Excelente,0.00016005635679205377,Potable - Excelente,0.0016746050301134963,Potable - Excelente,6.937692736611755e-05,Potable - Excelente,0.004860167753364434,Potable - Excelente,Rojo,"FLUO,AS,",1,1,1,1,0,1,1,1,0,1,1,1,1,1,1
3,DLAGU9,POZO EL SALITRILLO,LERMA SANTIAGO PACIFICO,AGUASCALIENTES,RINCON DE ROMOS,VALLE DE AGUASCALIENTES,POZO,-102.29449,22.18435,327.0,Alta,686.0,Buena para riego,478.6,Excelente para riego,Potable - Dulce,1.1229,Potable - Optima,199.879,Potable - Dura,0.18329180377377877,Potable - Excelente,1.258597,Potable - Excelente,0.0154,Apta como FAAP,0.00025643366738113937,Potable - Excelente,0.005,Potable - Excelente,0.00037608570533020154,Potable - Excelente,0.004957290210938109,Potable - Excelente,0.0004608181259613065,Potable - Excelente,0.01295830823408212,Potable - Excelente,Verde,NO APLICA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4,DLBAJ107,RANCHO EL TECOLOTE,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,TODOS SANTOS,POZO,-110.2448,23.45138,309.885,Alta,1841.0,Permisible para riego,1179.0,Cultivos con manejo especial,Ligeramente salobres,0.2343,Baja,476.9872,Potable - Dura,291.0,Aceptable,15.672251,No apta como FAAP,0.008810021605686606,Potable - Excelente,0.0016259007723963448,Potable - Excelente,0.0022667579263548764,Potable - Excelente,0.0003343763859231625,Potable - Excelente,0.003066834839465226,Potable - Excelente,0.0004651134479626044,Potable - Excelente,0.012512482672711543,Potable - Excelente,Rojo,"NO3,",1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
5,DLBAJ108,POZO A.P. CNA 7 (ANTES POZO A.P. CNA 6),PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,TODOS SANTOS,POZO,-110.22067,23.46493,224.475,Alta,570.3,Buena para riego,554.8,Cultivos sensibles,Potable - Dulce,0.2756,Baja,201.8784,Potable - Dura,6131.0,Contaminada,8.55574,Potable - Buena calidad,0.00023985974952968393,Potable - Excelente,0.0008360610707180981,Potable - Excelente,0.0020855213158710775,Potable - Excelente,0.0004584579446089844,Potable - Excelente,0.004746636291322537,Potable - Excelente,0.0003926530250149001,Potable - Excelente,0.0162296587377375,Potable - Excelente,Rojo,"CF,",1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
6,DLBAJ110,"POZO 26, SAN JUAN",PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,TODOS SANTOS,POZO,-110.21396,23.4746,203.67,Alta,531.0,Buena para riego,278.8,Excelente para riego,Potable - Dulce,0.289,Baja,166.2528,Potable - Dura,110.0,Buena calidad,4.68647,Potable - Excelente,0.007621779694211944,Potable - Excelente,0.0015990174118075263,Potable - Excelente,0.0011102759038263872,Potable - Excelente,0.00046727940553012106,Potable - Excelente,0.002193180440286695,Potable - Excelente,0.00023701213800163585,Potable - Excelente,0.003495413300057046,Potable - Excelente,Verde,NO APLICA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7,DLBAJ111,VICTOR HUGO CESEÑA,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LOS CABOS,CABO SAN LUCAS,POZO,-109.907306,22.8905,350.76,Alta,2253.3,Dudosa para riego,1160.2,Cultivos con manejo especial,Ligeramente salobres,0.5607,Media,269.1712,Potable - Dura,798.0,Aceptable,27.600998,No apta como FAAP,0.002032990071573715,Potable - Excelente,0.0004576373424937198,Potable - Excelente,0.0037076883862059104,Potable - Excelente,0.0003663257350501498,Potable - Excelente,0.0015877508098819787,Potable - Excelente,0.0041,Potable - Excelente,0.0692,Potable - Excelente,Rojo,"CONDUC,NO3,",1,0,1,1,1,1,1,0,1,1,1,1,1,1,1
8,DLBAJ117,LAS PARRITAS,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,EL CARRIZAL,POZO,-110.088778,23.799861,343.655,Alta,1114.0,Permisible para riego,672.0,Cultivos sensibles,Potable - Dulce,0.3421,Baja,403.8482,Potable - Dura,146.0,Buena calidad,1.877325,Potable - Excelente,0.00043855844807323186,Potable - Excelente,0.0011878473644606124,Potable - Excelente,0.0031249815007224437,Potable - Excelente,1.702964592976264e-05,Potable - Excelente,0.003555720531497288,Potable - Excelente,0.0113,Potable - Excelente,0.1615,Potable - Excelente,Verde,NO APLICA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
9,DLBAJ118,SAN ANTONIO,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,LOS PLANES,POZO,-110.054722,23.824722,332.605,Alta,1703.0,Permisible para riego,1017.8,Cultivos con manejo especial,Ligeramente salobres,0.5088,Media,559.0214,Muy dura e indeseable usos industrial y domestico,3873.0,Contaminada,0.143061,Potable - Excelente,0.3558,No apta como FAAP,0.00034632124722947335,Potable - Excelente,0.0018869146439116824,Potable - Excelente,0.00024273457720738766,Potable - Excelente,0.0025915865834911286,Potable - Excelente,1.167,Puede afectar la salud,14.06,Sin efectos en la salud - Puede dar color al agua,Rojo,"DT,CF,AS,MN,FE,",1,1,1,1,1,0,0,1,0,1,1,1,1,0,0
10,DLBAJ119,AGUA AMARGA Y SAN PEDRO MEXICO,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,LOS PLANES,POZO,-109.907091,23.94632,136.53,Media,1329.0,Permisible para riego,671.2,Cultivos sensibles,Potable - Dulce,0.4925,Media,222.8128,Potable - Dura,355.0,Aceptable,5.625327,Potable - Buena calidad,0.0026101833673863174,Potable - Excelente,0.00028381096706362195,Potable - Excelente,0.0053,Potable - Excelente,0.0004128443024473397,Potable - Excelente,0.004964457348664724,Potable - Excelente,0.0011943921069918842,Potable - Excelente,0.006341195033700445,Potable - Excelente,Verde,NO APLICA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11,DLBAJ122,EL TRIUNFO,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,EL CARRIZAL,POZO,-110.108253,23.807347,247.52,Alta,1668.0,Permisible para riego,931.2,Cultivos sensibles,Potable - Dulce,0.6351,Media,198.94,Potable - Dura,0.20877300261688692,Potable - Excelente,0.165785,Potable - Excelente,0.008823112749642785,Potable - Excelente,0.0020935035607182995,Potable - Excelente,0.0007346887419438602,Potable - Excelente,0.00023794605200715775,Potable - Excelente,0.00013156103282609577,Potable - Excelente,0.0808,Potable - Excelente,0.1992,Potable - Excelente,Verde,NO APLICA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12,DLBAJ125,JUAN DOMINGUEZ COTA,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,LOS PLANES,POZO,-109.95892,23.97374,103.23,Media,5167.0,Indeseable para riego,3311.0,Cultivos tolerantes,Salobres,0.2636,Baja,744.0356,Muy dura e indeseable usos industrial y domestico,10.0,Buena calidad,0.853692,Potable - Excelente,0.02575,No apta como FAAP,0.0009290921032015995,Potable - Excelente,0.0003641531314539631,Potable - Excelente,0.00051,Potable - Excelente,0.0027619695453796416,Potable - Excelente,0.0023,Potable - Excelente,0.081,Potable - Excelente,Rojo,"CONDUC,SDT_ra,SDT_salin,DT,AS,",1,0,0,0,1,0,1,1,0,1,1,1,1,1,1
13,DLBAJ127,TIRO SANTA CRUZ,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,LOS PLANES,POZO,-110.0611,23.80554,240.89,Alta,1369.0,Permisible para riego,811.6,Cultivos sensibles,Potable - Dulce,0.4125,Media,415.7846,Potable - Dura,857.0,Aceptable,0.211852,Potable - Excelente,0.1128,No apta como FAAP,0.0008179785378453583,Potable - Excelente,0.0012716476511172897,Potable - Excelente,0.000472149527414298,Potable - Excelente,0.0008477709030143577,Potable - Excelente,0.0027,Potable - Excelente,0.0321,Potable - Excelente,Rojo,"AS,",1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
14,DLBAJ128,EL ROSARIO II,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,EL CARRIZAL,POZO,-110.11185,23.74221,380.12,Alta,1536.0,Permisible para riego,999.8,Cultivos sensibles,Potable - Dulce,0.3513,Baja,527.7972,Muy dura e indeseable usos industrial y domestico,4106.0,Contaminada,0.877601,Potable - Excelente,0.00010144880197255013,Potable - Excelente,0.0007622271902434884,Potable - Excelente,0.0034353328808357686,Potable - Excelente,0.00016746808606583715,Potable - Excelente,0.0399,No apta como FAAP,0.0745,Potable - Excelente,1.326,Sin efectos en la salud - Puede dar color al agua,Rojo,"DT,CF,PB,FE,",1,1,1,1,1,0,0,1,1,1,1,1,0,1,0
15,DLBAJ129,"SP. A.P. 1, L. 9, COL. SIN.",PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,COMONDU,SANTO DOMINGO,POZO,-111.72009,25.13549,204.765,Alta,928.0,Permisible para riego,512.6667,Cultivos sensibles,Potable - Dulce,0.4116,Media,187.248,Potable - Dura,0.3072618720591078,Potable - Excelente,9.224505,Potable - Buena calidad,0.004945961037077178,Potable - Excelente,0.0006884867765648855,Potable - Excelente,0.003179985257288133,Potable - Excelente,0.0004105854253067901,Potable - Excelente,0.003480432107412682,Potable - Excelente,0.0008882936217993898,Potable - Excelente,0.00019422374581681002,Potable - Excelente,Verde,NO APLICA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
16,DLBAJ130,L. 16-17 COL. LAGUNA,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,COMONDU,SANTO DOMINGO,POZO,-111.8038,25.2401,244.185,Alta,1593.0,Permisible para riego,789.3333,Cultivos sensibles,Potable - Dulce,0.6076,Media,199.2,Potable - Dura,0.3053678349458047,Potable - Excelente,3.146125,Potable - Excelente,0.009923829879816954,Potable - Excelente,0.0010064823093289448,Potable - Excelente,0.0104,Potable - Excelente,0.0001682403200284769,Potable - Excelente,0.0019880322816784018,Potable - Excelente,2.1484025980437026e-05,Potable - Excelente,0.020104652728138127,Potable - Excelente,Verde,NO APLICA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
17,DLBAJ131,"L. 20, EJ. STO. DOMINGO",PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,COMONDU,SANTO DOMINGO,POZO,-111.92221,25.5047,251.97,Alta,12830.0,Indeseable para riego,9503.6667,Indeseable para riego,Salobres,0.4142,Media,3426.24,Muy dura e indeseable usos industrial y domestico,0.6096679112110234,Potable - Excelente,9.579012,Potable - Buena calidad,0.009440846838778138,Potable - Excelente,0.0007493314155466212,Potable - Excelente,0.0018713242086488568,Potable - Excelente,0.00011928837530788872,Potable - Excelente,0.004536986817252632,Potable - Excelente,0.0078,Potable - Excelente,0.1215,Potable - Excelente,Amarillo,"CONDUC,SDT_ra,SDT_salin,DT,",1,0,0,0,1,0,1,1,1,1,1,1,1,1,1
19,DLBAJ148,"RANCHO AGUA DULCE, GVO. GLEZ.",PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LORETO,SAN JUAN B. LONDO,POZO,-111.4857,26.2279,249.66,Alta,1153.0,Permisible para riego,678.0,Cultivos sensibles,Potable - Dulce,0.2563,Baja,241.4624,Potable - Dura,10.0,Buena calidad,8.444545,Potable - Buena calidad,0.0006596726280832121,Potable - Excelente,0.001953194635208337,Potable - Excelente,0.0028530124129489453,Potable - Excelente,0.00011908923590377613,Potable - Excelente,0.001316419259768904,Potable - Excelente,0.0051,Potable - Excelente,0.0564,Potable - Excelente,Verde,NO APLICA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
20,DLBAJ149,POZO NO. 14,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LORETO,SAN JUAN B. LONDO,POZO,-111.50755,26.24466,221.19,Alta,3100.0,Indeseable para riego,1471.2,Cultivos con manejo especial,Ligeramente salobres,0.8969,Potable - Optima,352.2976,Potable - Dura,521.0,Aceptable,5.677573,Potable - Buena calidad,0.0485,No apta como FAAP,0.002907243506031478,Potable - Excelente,0.0067,Potable - Excelente,0.0004207542278755504,Potable - Excelente,0.001366012627249847,Potable - Excelente,0.022,Potable - Excelente,0.7512,Sin efectos en la salud - Puede dar color al agua,Rojo,"CONDUC,AS,FE,",1,0,1,1,1,1,1,1,0,1,1,1,1,1,0
21,DLBAJ150,POZO 2A,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LORETO,SAN JUAN B. LONDO,POZO,-111.54894,26.30176,205.86,Alta,2363.0,Dudosa para riego,1158.0,Cultivos con manejo especial,Ligeramente salobres,0.3557,Baja,362.1936,Potable - Dura,0.4019511943443171,Potable - Excelente,6.520263,Potable - Buena calidad,0.0001845355251695946,Potable - Excelente,0.0017237371898617476,Potable - Excelente,0.0017609483471009075,Potable - Excelente,0.00039541342647091767,Potable - Excelente,0.004563550146764036,Potable - Excelente,0.0025,Potable - Excelente,0.0484,Potable - Excelente,Amarillo,"CONDUC,",1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
22,DLBAJ157,MULEGE 1,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,MULEGE,MULEGE,POZO,-112.00146,26.88679,189.435,Alta,1584.0,Permisible para riego,890.6,Cultivos sensibles,Potable - Dulce,0.3542,Baja,287.2224,Potable - Dura,0.320937815743857,Potable - Excelente,8.844383,Potable - Buena calidad,0.007276624014962549,Potable - Excelente,0.0006691538648997794,Potable - Excelente,0.0009701915650702714,Potable - Excelente,0.0003944362418210493,Potable - Excelente,0.0034672646275356257,Potable - Excelente,0.0021,Potable - Excelente,0.0373,Potable - Excelente,Verde,NO APLICA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
23,DLBAJ158,MULEGE 3,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,MULEGE,MULEGE,POZO,-112.05319,26.85661,208.05,Alta,1376.0,Permisible para riego,720.8,Cultivos sensibles,Potable - Dulce,0.2572,Baja,313.1522,Potable - Dura,3654.0,Contaminada,7.535822,Potable - Buena calidad,0.0156,Apta como FAAP,0.001591902933767407,Potable - Excelente,0.001118794584841732,Potable - Excelente,0.00149,Potable - Excelente,0.0047890654026070964,Potable - Excelente,0.0279,Potable - Excelente,1.47,Sin efectos en la salud - Puede dar color al agua,Rojo,"CF,FE,",1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
24,DLBAJ161,CNA-SI-03 (EJ. ALFREDO V. BONFIL),PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,MULEGE,SAN IGNACIO,POZO,-112.762754,27.3359,378.0,Alta,642.0,Buena para riego,748.0,Cultivos sensibles,Potable - Dulce,0.3102,Baja,341.7525,Potable - Dura,240.0,Aceptable,4.060667,Potable - Excelente,0.009519699231137548,Potable - Excelente,0.0006831336835285408,Potable - Excelente,0.0031367401612159883,Potable - Excelente,8.346166044273906e-06,Potable - Excelente,0.003726719519997755,Potable - Excelente,0.0169,Potable - Excelente,0.3243,Sin efectos en la salud - Puede dar color al agua,Amarillo,"FE,",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
25,DLBAJ182,BENITO JUAREZ 2,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,MULEGE,VIZCAINO,POZO,-113.7937,27.9193,103.13,Media,950.0,Permisible para riego,608.67,Cultivos sensibles,Potable - Dulce,0.3062,Baja,241.5623,Potable - Dura,43.0,Buena calidad,3.863066,Potable - Excelente,0.00943433389888659,Potable - Excelente,0.0011980654544393732,Potable - Excelente,0.006,Potable - Excelente,0.00015087291169805055,Potable - Excelente,0.004272237706603083,Potable - Excelente,0.0044,Potable - Excelente,0.0703,Potable - Excelente,Verde,NO APLICA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
26,DLBAJ183,LAGUNEROS 2,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,MULEGE,VIZCAINO,POZO,-113.67867,27.82175,140.0,Media,446.0,Buena para riego,540.0,Cultivos sensibles,Potable - Dulce,0.3823,Baja,266.0324,Potable - Dura,0.7006976353296714,Potable - Excelente,1.313023,Potable - Excelente,0.0065712827231805895,Potable - Excelente,0.0011878853751647802,Potable - Excelente,0.0335,Potable - Excelente,0.00043492469675604224,Potable - Excelente,0.0002166745314025853,Potable - Excelente,0.0019,Potable - Excelente,0.0436,Potable - Excelente,Verde,NO APLICA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
27,DLBAJ184,DIAZ ORDAZ 2. 2A. ETAPA,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,MULEGE,VIZCAINO,POZO,-113.4545,27.7335,150.0,Media,412.0,Buena para riego,552.0,Cultivos sensibles,Potable - Dulce,0.7995,Potable - Optima,68.1075,Potable - Moderadamente suave,0.2893858485049685,Potable - Excelente,3.383635,Potable - Excelente,0.0109,Apta como FAAP,0.00183042157042818,Potable - Excelente,0.042,Potable - Excelente,0.00013331872225474012,Potable - Excelente,0.004864048132910658,Potable - Excelente,0.000619243093586801,Potable - Excelente,0.0026839310067472894,Potable - Excelente,Verde,NO APLICA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
28,DLBAJ185,POZO Z.A #13 G. DIAZ ORDAZ (ANTES RANCHO EL PILOTO 2),PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,MULEGE,VIZCAINO,POZO,-113.44772,27.62943,135.0,Media,1436.0,Permisible para riego,1812.0,Cultivos con manejo especial,Ligeramente salobres,0.2943,Baja,797.9758,Muy dura e indeseable usos industrial y domestico,93.0,Buena calidad,13.83286,No apta como FAAP,0.008847648602214134,Potable - Excelente,0.0022722425397427434,Potable - Excelente,0.011,Potable - Excelente,0.0002683498733156986,Potable - Excelente,0.0022796121708726336,Potable - Excelente,0.0014330027985129856,Potable - Excelente,0.013936484762847375,Potable - Excelente,Rojo,"DT,NO3,",1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
29,DLBAJ186,E. ZAPATA 1,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,MULEGE,VIZCAINO,POZO,-113.3826,27.5469,187.0,Alta,1192.0,Permisible para riego,1712.0,Cultivos con manejo especial,Ligeramente salobres,0.272,Baja,625.8848,Muy dura e indeseable usos industrial y domestico,9.0,Buena calidad,10.400343,Potable - Buena calidad,0.008706849336185664,Potable - Excelente,0.0012703106253822267,Potable - Excelente,0.0595,No apta como FAAP,2.525133129009144e-05,Potable - Excelente,0.004623467013934314,Potable - Excelente,0.0377,Potable - Excelente,1.244,Sin efectos en la salud - Puede dar color al agua,Rojo,"DT,CR,FE,",1,1,1,1,1,0,1,1,1,1,0,1,1,1,0
30,DLBAJ187,CARACOL 2,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,MULEGE,VIZCAINO,POZO,-113.34142,27.5281,161.0,Alta,443.0,Buena para riego,496.0,Excelente para riego,Potable - Dulce,0.3593,Baja,236.6757,Potable - Dura,4.0,Buena calidad,5.489275,Potable - Buena calidad,0.0009343255230328473,Potable - Excelente,0.0028584367259876504,Potable - Excelente,0.0312,Potable - Excelente,0.00011165237897255553,Potable - Excelente,0.0011108338200870639,Potable - Excelente,0.0014101891645685876,Potable - Excelente,0.022258250554609726,Potable - Excelente,Verde,NO APLICA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
31,DLBAJ188,EL SILENCIO 2 (CNA-VIZ-51),PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,MULEGE,VIZCAINO,POZO,-113.2982,27.4703,172.0,Alta,802.0,Permisible para riego,988.0,Cultivos sensibles,Potable - Dulce,0.3116,Baja,437.1921,Potable - Dura,0.6874704149156391,Potable - Excelente,19.438806,No apta como FAAP,0.004973860435920854,Potable - Excelente,0.0027132641733757087,Potable - Excelente,0.0128,Potable - Excelente,0.0001546373436302172,Potable - Excelente,0.00016666129215387794,Potable - Excelente,0.0014805918103753001,Potable - Excelente,0.018176242653913082,Potable - Excelente,Rojo,"NO3,",1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
32,DLBAJ189,GMO. PRIETO 1,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,MULEGE,VIZCAINO,POZO,-113.2666,27.8332,154.0,Alta,506.0,Buena para riego,444.0,Excelente para riego,Potable - Dulce,0.7633,Potable - Optima,84.8712,Potable - Moderadamente suave,0.21866350125585385,Potable - Excelente,3.959387,Potable - Excelente,0.006684992420788614,Potable - Excelente,0.0025991308161705385,Potable - Excelente,0.041,Potable - Excelente,0.00015631375066654468,Potable - Excelente,0.004434431945436128,Potable - Excelente,0.0002398715971543358,Potable - Excelente,0.015351582315057469,Potable - Excelente,Verde,NO APLICA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33,DLBAJ202,HIELERA,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LOS CABOS,CABO SAN LUCAS,POZO,-109.897306,22.902244,111.605,Media,951.0,Permisible para riego,500.8,Cultivos sensibles,Potable - Dulce,0.2671,Baja,166.4544,Potable - Dura,1019.0,Contaminada,13.644042,No apta como FAAP,0.0068573122357342845,Potable - Excelente,0.0027681290507711657,Potable - Excelente,0.0005837069296350195,Potable - Excelente,9.846521578545875e-06,Potable - Excelente,0.00431373710553593,Potable - Excelente,0.0094,Potable - Excelente,0.4138,Sin efectos en la salud - Puede dar color al agua,Rojo,"CF,FE,NO3,",1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
34,DLBAJ54,POZO NO.VII R(ANTES A.P. VII),PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,LA PAZ,POZO,-110.29474,24.13871,115.44,Media,736.0,Buena para riego,405.4,Excelente para riego,Potable - Dulce,0.2072,Baja,153.1838,Potable - Dura,0.46047747029405556,Potable - Excelente,8.085917,Potable - Buena calidad,0.005193172582222755,Potable - Excelente,0.000821362663512222,Potable - Excelente,0.002934822728156009,Potable - Excelente,0.0003383728787569096,Potable - Excelente,0.0020188955764247436,Potable - Excelente,0.0003983213211029393,Potable - Excelente,0.010209449615729956,Potable - Excelente,Verde,NO APLICA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
35,DLBAJ68,POZO NO. 197-A,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,LA PAZ,POZO,-110.35254,24.099,178.71,Alta,1011.0,Permisible para riego,556.6,Cultivos sensibles,Potable - Dulce,0.021293712409324095,Baja,213.144,Potable - Dura,0.20990836825279852,Potable - Excelente,2.136936,Potable - Excelente,0.006719371688887746,Potable - Excelente,0.0007582192515985434,Potable - Excelente,0.0006363676616624142,Potable - Excelente,0.0004543934800864673,Potable - Excelente,0.004746393321859349,Potable - Excelente,0.0005191830584650924,Potable - Excelente,0.011871008180967936,Potable - Excelente,Verde,NO APLICA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
36,DLBAJ69,POZO NO. 145,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,LA PAZ,POZO,-110.33359,24.08122,162.06,Alta,4960.0,Indeseable para riego,3299.0,Cultivos tolerantes,Salobres,0.1318549729953424,Baja,1541.785,Muy dura e indeseable usos industrial y domestico,4352.0,Contaminada,6.361578,Potable - Buena calidad,0.004629345861664114,Potable - Excelente,0.0008565638591868514,Potable - Excelente,0.0018067710134154113,Potable - Excelente,6.265630141020562e-05,Potable - Excelente,0.0018967425366584068,Potable - Excelente,0.0288,Potable - Excelente,1.419,Sin efectos en la salud - Puede dar color al agua,Rojo,"CONDUC,SDT_ra,SDT_salin,DT,CF,FE,",1,0,0,0,1,0,0,1,1,1,1,1,1,1,0
37,DLBAJ70,POZO NO. XII (ANTES A.P. XII),PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,LA PAZ,POZO,-110.30773,24.08008,208.68,Alta,2860.0,Dudosa para riego,27215.8,Indeseable para riego,Salinas,0.3848,Baja,672.4172,Muy dura e indeseable usos industrial y domestico,63.0,Buena calidad,5.869769,Potable - Buena calidad,0.005903636944471494,Potable - Excelente,4.565646322184103e-05,Potable - Excelente,0.0071,Potable - Excelente,0.00015711916709942392,Potable - Excelente,0.0042891547650482946,Potable - Excelente,0.008,Potable - Excelente,0.4969,Sin efectos en la salud - Puede dar color al agua,Amarillo,"CONDUC,SDT_ra,SDT_salin,DT,FE,",1,0,0,0,1,0,1,1,1,1,1,1,1,1,0
