,CLAVE,SITIO,ORGANISMO_DE_CUENCA,ESTADO,MUNICIPIO,ACUIFERO,SUBTIPO,LONGITUD,LATITUD,ALC_mg/L,CALIDAD_ALC,CONDUCT_mS/cm,CALIDAD_CONDUC,SDT_M_mg/L,CALIDAD_SDT_ra,CALIDAD_SDT_salin,FLUORUROS_mg/L,CALIDAD_FLUO,DUR_mg/L,CALIDAD_DUR,COLI_FEC_NMP/100_mL,CALIDAD_COLI_FEC,N_NO3_mg/L,CALIDAD_N_NO3,AS_TOT_mg/L,CALIDAD_AS,CD_TOT_mg/L,CALIDAD_CD,CR_TOT_mg/L,CALIDAD_CR,HG_TOT_mg/L,CALIDAD_HG,PB_TOT_mg/L,CALIDAD_PB,MN_TOT_mg/L,CALIDAD_MN,FE_TOT_mg/L,CALIDAD_FE,SEMAFORO,CONTAMINANTES,CUMPLE_CON_ALC,CUMPLE_CON_COND,CUMPLE_CON_SDT_ra,CUMPLE_CON_SDT_salin,CUMPLE_CON_FLUO,CUMPLE_CON_DUR,CUMPLE_CON_CF,CUMPLE_CON_NO3,CUMPLE_CON_AS,CUMPLE_CON_CD,CUMPLE_CON_CR,CUMPLE_CON_HG,CUMPLE_CON_PB,CUMPLE_CON_MN,CUMPLE_CON_FE
413,DLPUE2020,XOXTLA 1,BALSAS,PUEBLA,CORONANGO,VALLE DE PUEBLA,POZO,-98.3181,19.1595,235.0,Alta,896.0,Permisible para riego,622.0,Cultivos sensibles,Potable - Dulce,0.756,Potable - Optima,342.0,Potable - Dura,0.6543859307575122,Potable - Excelente,2.849,Potable - Excelente,0.007274874488297096,Potable - Excelente,1.8784901596545778e-06,Potable - Excelente,0.01755,Potable - Excelente,0.00095,Potable - Excelente,0.00818,Potable - Excelente,0.00445,Potable - Excelente,0.06563,Potable - Excelente,Verde,NO APLICA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
414,DLPUE2039,CLAUDIA SANCHEZ REGULES,BALSAS,PUEBLA,IZUCAR DE MATAMOROS,ATLIXCO-IZUCAR DE MATAMOROS,POZO,-98.4632,18.64453,230.0,Alta,1106.0,Permisible para riego,725.0,Cultivos sensibles,Potable - Dulce,0.348,Baja,498.0,Potable - Dura,0.3630451867406507,Potable - Excelente,5.251,Potable - Buena calidad,0.005513308280858687,Potable - Excelente,0.001735725084790553,Potable - Excelente,0.03641,Potable - Excelente,0.00156,Potable - Excelente,0.00737,Potable - Excelente,0.0193,Potable - Excelente,0.13366,Potable - Excelente,Verde,NO APLICA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
415,DLPUE2040,DELIA ESCALANTE DE SANCHEZ,BALSAS,PUEBLA,IZUCAR DE MATAMOROS,ATLIXCO-IZUCAR DE MATAMOROS,POZO,-98.45872,18.64013,285.0,Alta,1122.0,Permisible para riego,687.0,Cultivos sensibles,Potable - Dulce,0.41,Media,502.0,Muy dura e indeseable usos industrial y domestico,0.06903620773831777,Potable - Excelente,7.718,Potable - Buena calidad,0.0020939729626799665,Potable - Excelente,0.0005732013309003901,Potable - Excelente,0.01153,Potable - Excelente,0.00145,Potable - Excelente,0.00769,Potable - Excelente,0.0003318515561187145,Potable - Excelente,0.07881,Potable - Excelente,Amarillo,"DT,",1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
416,DLPUE2045,POZO AP LOCALIDAD DE AHUEHUETZINGO,BALSAS,PUEBLA,CHIETLA,ATLIXCO-IZUCAR DE MATAMOROS,POZO,-98.63208,18.49065,590.0,Indeseable como FAAP,1533.0,Permisible para riego,1474.0,Cultivos con manejo especial,Ligeramente salobres,0.58,Media,1032.0,Muy dura e indeseable usos industrial y domestico,0.9224798346832069,Potable - Excelente,3.896,Potable - Excelente,0.004292748945994931,Potable - Excelente,0.002519087962163824,Potable - Excelente,0.01063,Potable - Excelente,0.00134,Potable - Excelente,0.0086,Potable - Excelente,0.0005606367776719,Potable - Excelente,0.07983,Potable - Excelente,Amarillo,"ALC,DT,",0,1,1,1,1,0,1,1,1,1,1,1,1,1,1
417,DLPUE2049,LA LOMA,BALSAS,PUEBLA,TLAHUAPAN,VALLE DE PUEBLA,POZO,-98.5107,19.29417,145.0,Media,220.0,Excelente para riego,170.0,Excelente para riego,Potable - Dulce,0.040287535012301603,Baja,64.0,Potable - Moderadamente suave,0.48840596368781947,Potable - Excelente,0.696,Potable - Excelente,0.0061967876668809485,Potable - Excelente,0.0001738910685945233,Potable - Excelente,0.01793,Potable - Excelente,0.00104,Potable - Excelente,0.00859,Potable - Excelente,0.0056,Potable - Excelente,0.07547,Potable - Excelente,Verde,NO APLICA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
418,DLPUE2072,TEPOYANES 4,BALSAS,PUEBLA,TEPEACA,VALLE DE TECAMACHALCO,POZO,-97.90212,18.94999,1650.0,Indeseable como FAAP,1697.0,Permisible para riego,1274.0,Cultivos con manejo especial,Ligeramente salobres,0.472,Media,552.0,Muy dura e indeseable usos industrial y domestico,0.7242079763382014,Potable - Excelente,0.018960937929087342,Potable - Excelente,0.0152,Apta como FAAP,0.0020679813800752876,Potable - Excelente,0.01608,Potable - Excelente,0.00127,Potable - Excelente,0.004956703360516705,Potable - Excelente,0.0104,Potable - Excelente,0.04985,Potable - Excelente,Amarillo,"ALC,DT,",0,1,1,1,1,0,1,1,1,1,1,1,1,1,1
419,DLPUE2075,JOSE ROSENDO FCO. CORTES HDZ.,BALSAS,PUEBLA,GUADALUPE VICTORIA,LIBRES-ORIENTAL,POZO,-97.39487,19.32091,210.0,Alta,688.0,Buena para riego,521.0,Cultivos sensibles,Potable - Dulce,0.404,Media,306.0,Potable - Dura,0.7103221712078741,Potable - Excelente,3.724,Potable - Excelente,0.005101561591002399,Potable - Excelente,6.206286995367927e-05,Potable - Excelente,0.0219,Potable - Excelente,0.00142,Potable - Excelente,0.00556,Potable - Excelente,0.00177,Potable - Excelente,0.13369,Potable - Excelente,Verde,NO APLICA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
420,DLPUE2076,"SAN ANTONIO CHICHICUAUTLA, SPR DE RI",BALSAS,PUEBLA,GUADALUPE VICTORIA,LIBRES-ORIENTAL,POZO,-97.38157,19.34465,225.0,Alta,509.0,Buena para riego,458.0,Excelente para riego,Potable - Dulce,0.584,Media,268.0,Potable - Dura,0.7578507996706308,Potable - Excelente,0.779,Potable - Excelente,0.009070411886410624,Potable - Excelente,0.0024556123770590917,Potable - Excelente,0.01448,Potable - Excelente,0.00155,Potable - Excelente,0.00156259675459575,Potable - Excelente,0.00875,Potable - Excelente,0.06229,Potable - Excelente,Verde,NO APLICA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
421,DLPUE2077,BLANCA LILIA LENDLE RUGARCIA,BALSAS,PUEBLA,GUADALUPE VICTORIA,LIBRES-ORIENTAL,POZO,-97.35787,19.33307,175.0,Alta,520.0,Buena para riego,397.0,Excelente para riego,Potable - Dulce,0.207,Baja,228.0,Potable - Dura,0.7219552026957458,Potable - Excelente,7.66,Potable - Buena calidad,0.005385515152103357,Potable - Excelente,0.001460939494045179,Potable - Excelente,0.01062,Potable - Excelente,0.00185,Potable - Excelente,0.0031829634690658387,Potable - Excelente,0.00187,Potable - Excelente,0.06996,Potable - Excelente,Verde,NO APLICA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
422,DLPUE2078,MPIO. CUAYUCATEPEC,GOLFO CENTRO,PUEBLA,TEHUACAN,VALLE DE TEHUACAN,POZO,-97.49158,18.555518,246.0,Alta,1976.0,Permisible para riego,1268.0,Cultivos con manejo especial,Ligeramente salobres,0.81,Potable - Optima,656.0,Muy dura e indeseable usos industrial y domestico,0.18477871980621058,Potable - Excelente,5.434,Potable - Buena calidad,0.005838338354134564,Potable - Excelente,0.001018872936840261,Potable - Excelente,0.03478,Potable - Excelente,0.00128,Potable - Excelente,0.0116,No apta como FAAP,0.00891,Potable - Excelente,0.07617,Potable - Excelente,Rojo,"DT,PB,",1,1,1,1,1,0,1,1,1,1,1,1,0,1,1
423,DLPUE2079,MUNICIPAL S.J. TEPETEOPAN,GOLFO CENTRO,PUEBLA,TEHUACAN,VALLE DE TEHUACAN,POZO,-97.54919,18.52118,372.0,Alta,1395.0,Permisible para riego,780.0,Cultivos sensibles,Potable - Dulce,0.466,Media,360.0,Potable - Dura,0.36377729790400726,Potable - Excelente,4.982,Potable - Excelente,0.0020907998146716734,Potable - Excelente,0.0011422827134273071,Potable - Excelente,0.02289,Potable - Excelente,0.00216,Potable - Excelente,0.01225,No apta como FAAP,0.0098,Potable - Excelente,0.0825,Potable - Excelente,Rojo,"PB,",1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
424,DLPUE2080,OOAP DE TEHUACAN AEROPUERTO 3,GOLFO CENTRO,PUEBLA,TEHUACAN,VALLE DE TEHUACAN,POZO,-97.42657,18.50288,285.0,Alta,1165.0,Permisible para riego,626.0,Cultivos sensibles,Potable - Dulce,0.4,Media,406.0,Potable - Dura,0.8646581532462001,Potable - Excelente,1.63,Potable - Excelente,0.007706056208066254,Potable - Excelente,0.0003228311237207724,Potable - Excelente,0.02249,Potable - Excelente,0.00101,Potable - Excelente,0.001193199568776187,Potable - Excelente,0.00319,Potable - Excelente,0.08868,Potable - Excelente,Verde,NO APLICA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
425,DLPUE2081,MPIO. ZINACATEPEC,GOLFO CENTRO,PUEBLA,ZINACATEPEC,VALLE DE TEHUACAN,POZO,-97.24615,18.34312,356.0,Alta,3891.0,Indeseable para riego,2304.0,Cultivos tolerantes,Salobres,0.652,Media,888.0,Muy dura e indeseable usos industrial y domestico,1.051005087698174,Potable - Excelente,8.576,Potable - Buena calidad,0.009269354743203529,Potable - Excelente,0.0007291616515374688,Potable - Excelente,0.0019420781639778518,Potable - Excelente,0.01415,No apta como FAAP,0.004041224454705813,Potable - Excelente,8.982,Puede afectar la salud,178.615,Sin efectos en la salud - Puede dar color al agua,Rojo,"CONDUC,SDT_ra,SDT_salin,DT,HG,MN,FE,",1,0,0,0,1,0,1,1,1,1,1,0,1,0,0
426,DLPUE2082,MUNICIPAL SAN JOSE MIAHUATLAN,GOLFO CENTRO,PUEBLA,SAN JOSE MIAHUATLAN,VALLE DE TEHUACAN,POZO,-97.26469,18.30804,416.0,Indeseable como FAAP,2821.0,Dudosa para riego,1526.0,Cultivos con manejo especial,Ligeramente salobres,1.094,Potable - Optima,556.0,Muy dura e indeseable usos industrial y domestico,0.4405421419441859,Potable - Excelente,11.455,No apta como FAAP,0.001496486127815976,Potable - Excelente,0.0017267725223894478,Potable - Excelente,0.02617,Potable - Excelente,0.0002835197718037307,Potable - Excelente,0.002286720747954943,Potable - Excelente,0.00984,Potable - Excelente,0.10084,Potable - Excelente,Rojo,"ALC,CONDUC,DT,NO3,",0,0,1,1,1,0,1,0,1,1,1,1,1,1,1
427,DLPUE5408,SAN BALTAZAR TETELA POZO CENTRO,BALSAS,PUEBLA,PUEBLA,IXCAQUIXTLA,POZO,-98.176667,18.906389,325.0,Alta,1012.0,Permisible para riego,680.0,Cultivos sensibles,Potable - Dulce,0.432,Media,400.0,Potable - Dura,0.38036511167595694,Potable - Excelente,8.601,Potable - Buena calidad,0.004339799549620028,Potable - Excelente,0.001162420016108827,Potable - Excelente,0.01295,Potable - Excelente,8.269270967006642e-05,Potable - Excelente,0.01075,No apta como FAAP,0.01291,Potable - Excelente,0.08377,Potable - Excelente,Rojo,"PB,",1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
428,DLPUE5409,"SAN BALTAZAR TETELA POZO DE LA "" Y"" GRIEGA",BALSAS,PUEBLA,PUEBLA,IXCAQUIXTLA,POZO,-98.174444,18.9125,273.0,Alta,611.0,Buena para riego,410.0,Excelente para riego,Potable - Dulce,0.562,Media,200.0,Potable - Dura,0.0016284060890115694,Potable - Excelente,1.01,Potable - Excelente,0.007459716690568868,Potable - Excelente,0.000975468524974815,Potable - Excelente,0.01655,Potable - Excelente,0.0014,Potable - Excelente,0.00777,Potable - Excelente,0.01042,Potable - Excelente,0.08947,Potable - Excelente,Verde,NO APLICA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
429,DLPUE5410,COLONIA UNION ANTORCHISTA,BALSAS,PUEBLA,PUEBLA,ATLIXCO-IZUCAR DE MATAMOROS,POZO,-98.270067,18.952936,195.0,Alta,1796.0,Permisible para riego,449.0,Excelente para riego,Potable - Dulce,0.466,Media,716.0,Muy dura e indeseable usos industrial y domestico,0.77533537614229,Potable - Excelente,0.009211850763646565,Potable - Excelente,0.00042776403125553865,Potable - Excelente,0.0019547139612296088,Potable - Excelente,0.02836,Potable - Excelente,6.048098795233703e-05,Potable - Excelente,0.00557,Potable - Excelente,0.55919,Puede afectar la salud,0.16177,Potable - Excelente,Amarillo,"DT,MN,",1,1,1,1,1,0,1,1,1,1,1,1,1,0,1
430,DLPUE5411,BALCONES DEL SUR SOAPAP,BALSAS,PUEBLA,PUEBLA,IXCAQUIXTLA,POZO,-98.235944,18.949183,270.0,Alta,738.0,Buena para riego,646.0,Cultivos sensibles,Potable - Dulce,0.511,Media,312.0,Potable - Dura,0.7218644017163673,Potable - Excelente,5.205,Potable - Buena calidad,0.008125517138410974,Potable - Excelente,0.0015068564603692156,Potable - Excelente,0.02173,Potable - Excelente,3.271472739410486e-05,Potable - Excelente,0.0015702656362198038,Potable - Excelente,0.00876,Potable - Excelente,0.04985,Potable - Excelente,Verde,NO APLICA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
431,DLPUE5412,BALCONES DEL SUR SOAPAP 2,BALSAS,PUEBLA,PUEBLA,VALLE DE PUEBLA,POZO,-98.233775,18.950533,302.0,Alta,777.0,Permisible para riego,580.0,Cultivos sensibles,Potable - Dulce,0.505,Media,330.0,Potable - Dura,0.059132762187432956,Potable - Excelente,3.932,Potable - Excelente,0.00976901808303011,Potable - Excelente,0.002842095727337644,Potable - Excelente,0.01313,Potable - Excelente,0.00018557625845869226,Potable - Excelente,0.00734,Potable - Excelente,0.01113,Potable - Excelente,0.08527,Potable - Excelente,Verde,NO APLICA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
432,DLPUE6187,SOCIEDAD DOS BARRANCAS DE ACTEOPAN MORELOS,BALSAS,PUEBLA,CUAPIAXTLA DE MADERO,VALLE DE TECAMACHALCO,POZO,-97.831,18.954833,504.0,Indeseable como FAAP,1448.0,Permisible para riego,1014.0,Cultivos con manejo especial,Ligeramente salobres,0.669,Media,400.0,Potable - Dura,0.7979361316678842,Potable - Excelente,0.012875439603999679,Potable - Excelente,0.0006358297896211418,Potable - Excelente,0.001965711802583078,Potable - Excelente,0.0205,Potable - Excelente,0.00168,Potable - Excelente,0.0009698932195134475,Potable - Excelente,0.07651,Potable - Excelente,0.24002,Potable - Excelente,Amarillo,"ALC,",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
433,DLPUE6188,SOCIEDAD EL ROSARIO SPR DE RI,BALSAS,PUEBLA,TECAMACHALCO,VALLE DE TECAMACHALCO,POZO,-97.745167,18.950014,389.0,Alta,1051.0,Permisible para riego,672.0,Cultivos sensibles,Potable - Dulce,0.59,Media,384.0,Potable - Dura,0.6698289004193965,Potable - Excelente,12.312,No apta como FAAP,0.008501825353786548,Potable - Excelente,0.002671395287221634,Potable - Excelente,0.02508,Potable - Excelente,0.00135,Potable - Excelente,0.0029253941457465494,Potable - Excelente,0.22667,Sin efectos en la salud - Puede dar color al agua,0.11553,Potable - Excelente,Rojo,"MN,NO3,",1,1,1,1,1,1,1,0,1,1,1,1,1,0,1
434,DLQUE2109,POZO 58-A SAN PEDRO AHUACATLAN,GOLFO NORTE,QUERETARO ARTEAGA,SAN JUAN DEL RIO,VALLE DE SAN JUAN DEL RIO,POZO,-99.98505,20.4348,121.0,Media,337.0,Buena para riego,230.0,Excelente para riego,Potable - Dulce,0.27,Baja,82.0,Potable - Moderadamente suave,0.39779669239405924,Potable - Excelente,0.041,Potable - Excelente,0.007568776173151408,Potable - Excelente,0.002282453252533949,Potable - Excelente,0.0008572958598535241,Potable - Excelente,0.0002841073792996796,Potable - Excelente,0.00439726800699133,Potable - Excelente,0.0012460993596506633,Potable - Excelente,0.014325162528319352,Potable - Excelente,Verde,NO APLICA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
435,DLQUE2116,POZO 5-A ARBOLEDAS NO. 6 (JAPAM),GOLFO NORTE,QUERETARO ARTEAGA,SAN JUAN DEL RIO,VALLE DE SAN JUAN DEL RIO,POZO,-100.00822,20.38641,119.0,Media,371.0,Buena para riego,230.0,Excelente para riego,Potable - Dulce,0.253,Baja,104.0,Potable - Moderadamente suave,0.7910715141034176,Potable - Excelente,0.109,Potable - Excelente,0.009537680001211628,Potable - Excelente,0.0015268276583615026,Potable - Excelente,0.0052,Potable - Excelente,0.00048514749994761343,Potable - Excelente,0.0010887434824379738,Potable - Excelente,0.00025710154154995384,Potable - Excelente,0.022064584432438028,Potable - Excelente,Verde,NO APLICA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
436,DLQUE2120,POZO II  BETANIA,GOLFO NORTE,QUERETARO ARTEAGA,SAN JUAN DEL RIO,VALLE DE SAN JUAN DEL RIO,POZO,-99.98733,20.38444,102.0,Media,327.0,Buena para riego,205.0,Excelente para riego,Potable - Dulce,0.493,Media,75.0,Potable - Moderadamente suave,0.7617568869118271,Potable - Excelente,0.0036389779267349256,Potable - Excelente,0.00434399307081502,Potable - Excelente,0.0007330079691013064,Potable - Excelente,0.0051,Potable - Excelente,6.844739496805696e-05,Potable - Excelente,0.0030154228329365208,Potable - Excelente,0.0009658200516826638,Potable - Excelente,0.01926154998386764,Potable - Excelente,Verde,NO APLICA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
437,DLQUE2126,POZO 44 BORDO BLANCO,GOLFO NORTE,QUERETARO ARTEAGA,TEQUISQUIAPAN,VALLE DE TEQUISQUIAPAN,POZO,-99.92782,20.49568,202.0,Alta,641.0,Buena para riego,406.0,Excelente para riego,Potable - Dulce,0.339,Baja,186.0,Potable - Dura,0.18548349200740105,Potable - Excelente,0.013586445223983896,Potable - Excelente,0.0073040519716930635,Potable - Excelente,0.0007668902084950127,Potable - Excelente,0.005,Potable - Excelente,0.0001421058434385203,Potable - Excelente,0.0036943056970155258,Potable - Excelente,0.0012330755384325433,Potable - Excelente,0.001399230611206423,Potable - Excelente,Verde,NO APLICA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
438,DLQUE2132,POZO 57 LA LLAVE ASJR-5,GOLFO NORTE,QUERETARO ARTEAGA,SAN JUAN DEL RIO,VALLE DE SAN JUAN DEL RIO,POZO,-99.9958,20.46708,161.0,Alta,412.0,Buena para riego,294.0,Excelente para riego,Potable - Dulce,1.604,Alta,71.0,Potable - Moderadamente suave,0.6566180731437968,Potable - Excelente,0.0074045276359474355,Potable - Excelente,0.008733147266593261,Potable - Excelente,0.0028772803954808523,Potable - Excelente,0.00454534760207553,Potable - Excelente,0.0004400393826832639,Potable - Excelente,0.00029191101996955515,Potable - Excelente,0.0002884094399460569,Potable - Excelente,0.012922010056035086,Potable - Excelente,Rojo,"FLUO,",1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
439,DLQUE5321,HORNO DE CAL,GOLFO NORTE,QUERETARO ARTEAGA,TOLIMAN,TOLIMAN,POZO,-99.923085,20.897297,402.0,Indeseable como FAAP,1169.0,Permisible para riego,720.0,Cultivos sensibles,Potable - Dulce,1.88,Alta,210.0,Potable - Dura,0.24963105293881638,Potable - Excelente,2.646,Potable - Excelente,0.0033685815110575568,Potable - Excelente,0.0022881399138102417,Potable - Excelente,0.011,Potable - Excelente,4.382965813734147e-05,Potable - Excelente,0.004990299919565992,Potable - Excelente,0.0008833516483296453,Potable - Excelente,0.044,Potable - Excelente,Rojo,"ALC,FLUO,",0,1,1,1,0,1,1,1,1,1,1,1,1,1,1
440,DLQUI2163,POZO 7 NUEVOS HORIZONTES II,PENINSULA DE YUCATAN,QUINTANA ROO,BENITO JUAREZ,PENINSULA DE YUCATAN,POZO,-86.980831,21.097619,288.405,Alta,1482.0,Permisible para riego,921.2,Cultivos sensibles,Potable - Dulce,0.14937747724088915,Baja,363.1086,Potable - Dura,20.0,Buena calidad,0.93767,Potable - Excelente,0.009938407485345477,Potable - Excelente,0.0025586916391499037,Potable - Excelente,0.003581672445887045,Potable - Excelente,2.6230165387211624e-05,Potable - Excelente,0.0038797666868669086,Potable - Excelente,0.0010768080052575163,Potable - Excelente,0.014845288001623064,Potable - Excelente,Verde,NO APLICA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
441,DLQUI2181,POZO 9 NUEVOS HORIZONTES II,PENINSULA DE YUCATAN,QUINTANA ROO,BENITO JUAREZ,PENINSULA DE YUCATAN,POZO,-87.034944,21.054694,314.925,Alta,1214.0,Permisible para riego,697.4,Cultivos sensibles,Potable - Dulce,0.2112,Baja,351.2034,Potable - Dura,246.0,Aceptable,0.608363,Potable - Excelente,0.00029544284680852573,Potable - Excelente,0.0007365473519305555,Potable - Excelente,0.004779948171437496,Potable - Excelente,0.0004807856618062931,Potable - Excelente,0.000929423997260776,Potable - Excelente,3.254990188141216e-05,Potable - Excelente,0.006221452380328796,Potable - Excelente,Verde,NO APLICA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
442,DLQUI2182,POZO 2 DE LA ZONA DE CAPTACION AEROPUERTO (ANTIGUA),PENINSULA DE YUCATAN,QUINTANA ROO,BENITO JUAREZ,PENINSULA DE YUCATAN,POZO,-87.030361,21.063778,307.19,Alta,1000.0,Permisible para riego,640.4,Cultivos sensibles,Potable - Dulce,0.2086,Baja,349.2192,Potable - Dura,0.36714418886631867,Potable - Excelente,1.338938,Potable - Excelente,0.008998140577983657,Potable - Excelente,0.0010369173436985113,Potable - Excelente,0.0022648162738848196,Potable - Excelente,0.0003396500507023028,Potable - Excelente,0.003361125447845032,Potable - Excelente,0.0012742059439686275,Potable - Excelente,0.012934606012425251,Potable - Excelente,Verde,NO APLICA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
443,DLQUI2184,POZO 5 DEL SISTEMA DE AGUA POTABLE DE TULUM,PENINSULA DE YUCATAN,QUINTANA ROO,BENITO JUAREZ,PENINSULA DE YUCATAN,POZO,-87.491956,20.260856,372.385,Alta,2560.0,Dudosa para riego,1660.4,Cultivos con manejo especial,Ligeramente salobres,0.06815398562968689,Baja,544.94,Muy dura e indeseable usos industrial y domestico,1.003141536798802,Potable - Excelente,1.899764,Potable - Excelente,0.009809235063198715,Potable - Excelente,0.00036767368666100773,Potable - Excelente,0.001573014827053349,Potable - Excelente,7.875031961503309e-05,Potable - Excelente,0.0010270013450850018,Potable - Excelente,0.0014448554928252685,Potable - Excelente,0.1291,Potable - Excelente,Amarillo,"CONDUC,DT,",1,0,1,1,1,0,1,1,1,1,1,1,1,1,1
444,DLQUI2198,POZO 6 DEL SISTEMA DE AGUA POTABLE DE TULUM,PENINSULA DE YUCATAN,QUINTANA ROO,SOLIDARIDAD,PENINSULA DE YUCATAN,POZO,-87.494394,20.258889,373.49,Alta,2580.0,Dudosa para riego,1726.4,Cultivos con manejo especial,Ligeramente salobres,0.2245,Baja,542.9584,Muy dura e indeseable usos industrial y domestico,0.19469827889262978,Potable - Excelente,1.869654,Potable - Excelente,0.001174134186609964,Potable - Excelente,0.0007551965952266135,Potable - Excelente,0.0022964855826246616,Potable - Excelente,0.00039308152789255046,Potable - Excelente,0.0011707862289830717,Potable - Excelente,0.0004721528145869826,Potable - Excelente,0.0566,Potable - Excelente,Amarillo,"CONDUC,DT,",1,0,1,1,1,0,1,1,1,1,1,1,1,1,1
445,DLQUI2212,POZO PLAYA DEL CARMEN,PENINSULA DE YUCATAN,QUINTANA ROO,SOLIDARIDAD,PENINSULA DE YUCATAN,POZO,-87.147252,20.66763,346.97,Alta,1836.0,Permisible para riego,1170.0,Cultivos con manejo especial,Ligeramente salobres,0.1988068852147726,Baja,422.6346,Potable - Dura,0.2237635886114603,Potable - Excelente,1.928192,Potable - Excelente,0.006995795685426517,Potable - Excelente,0.001398449150765022,Potable - Excelente,0.0016095194809425473,Potable - Excelente,0.00023876386007437784,Potable - Excelente,0.004491244346890714,Potable - Excelente,0.0013060348234374178,Potable - Excelente,0.0813,Potable - Excelente,Verde,NO APLICA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
446,DLQUI2215,POZO 3 DEL SISTEMA DE AGUA POTABLE DE FELIPE CARRILLO PUERTO,PENINSULA DE YUCATAN,QUINTANA ROO,FELIPE CARRILLO PUERTO,PENINSULA DE YUCATAN,POZO,-88.041736,19.551606,324.87,Alta,2500.0,Dudosa para riego,2083.4,Cultivos tolerantes,Salobres,0.6437,Media,931.352,Muy dura e indeseable usos industrial y domestico,1.0299726125945388,Potable - Excelente,2.22694,Potable - Excelente,0.008155178932607763,Potable - Excelente,0.0009558182075526349,Potable - Excelente,0.0042733554983528784,Potable - Excelente,5.671373272926666e-05,Potable - Excelente,0.0036370771417137365,Potable - Excelente,0.0009835280339574961,Potable - Excelente,0.024758211901843023,Potable - Excelente,Amarillo,"CONDUC,SDT_ra,SDT_salin,DT,",1,0,0,0,1,0,1,1,1,1,1,1,1,1,1
447,DLQUI2229,POZO 5 DEL SISTEMA DE AGUA POTABLE DE PLAYA DEL CARMEN,PENINSULA DE YUCATAN,QUINTANA ROO,SOLIDARIDAD,PENINSULA DE YUCATAN,POZO,-87.156944,20.670825,346.97,Alta,2121.0,Dudosa para riego,1307.2,Cultivos con manejo especial,Ligeramente salobres,0.08314606348295701,Baja,456.366,Potable - Dura,0.49108917241963806,Potable - Excelente,2.292193,Potable - Excelente,0.009228099168062491,Potable - Excelente,0.0021205090179172935,Potable - Excelente,0.0025425917110805628,Potable - Excelente,0.00025355858111702324,Potable - Excelente,0.00010746531067793996,Potable - Excelente,0.0002614079662946578,Potable - Excelente,0.0365,Potable - Excelente,Amarillo,"CONDUC,",1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
448,DLQUI2257,POZO 1 (COLEGIO DE BACHILLERES) DEL SISTEMA DE AGUA POTABLE DE JOSE MARIA MORELOS Y PAVON,PENINSULA DE YUCATAN,QUINTANA ROO,JOSE MARIA MORELOS,CERROS Y VALLES,POZO,-88.70259,19.75637,288.41,Alta,2805.0,Dudosa para riego,1854.0,Cultivos con manejo especial,Ligeramente salobres,0.5722,Media,647.34,Muy dura e indeseable usos industrial y domestico,40.0,Buena calidad,5.2495,Potable - Buena calidad,0.003066513038276757,Potable - Excelente,0.0006849663972642685,Potable - Excelente,0.0015728359457977542,Potable - Excelente,0.0003011152426321435,Potable - Excelente,0.0018406974551032575,Potable - Excelente,0.0007626937159793804,Potable - Excelente,0.20154,Potable - Excelente,Amarillo,"CONDUC,DT,",1,0,1,1,1,0,1,1,1,1,1,1,1,1,1
449,DLQUI2258,POZO 1 DEL SISTEMA DE AGUA POTABLE DEL EJIDO CAFETAL-LIMONES,PENINSULA DE YUCATAN,QUINTANA ROO,BACALAR,PENINSULA DE YUCATAN,POZO,-88.11042,19.02157,283.985,Alta,2720.0,Dudosa para riego,1740.4,Cultivos con manejo especial,Ligeramente salobres,0.2292,Baja,469.6392,Potable - Dura,1.0367644532346854,Potable - Excelente,1.078435,Potable - Excelente,0.0011084529526802155,Potable - Excelente,0.002228663733786579,Potable - Excelente,0.0010652037639437312,Potable - Excelente,0.00020333036550800022,Potable - Excelente,0.000721742757432039,Potable - Excelente,0.0002667631668637386,Potable - Excelente,0.016336853561896,Potable - Excelente,Amarillo,"CONDUC,",1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
